Category,Country,Year,Value
Public debt transactions,Cyprus,2020,2.1717386240631376
Public debt transactions,Czechia,2012,1.4780964096255862
Public debt transactions,Czechia,2013,1.4294359453535808
Public debt transactions,Czechia,2014,1.3551402757422477
Public debt transactions,Czechia,2015,1.1148384448525637
Public debt transactions,Czechia,2016,0.9664193509300405
Public debt transactions,Czechia,2017,0.7750875817545609
Public debt transactions,Czechia,2018,0.7887358659149027
Public debt transactions,Czechia,2019,0.7605927836765087
Public debt transactions,Czechia,2020,0.8416378830186826
Public debt transactions,Germany,2012,2.449231598617278
Public debt transactions,Germany,2013,1.950699841713056
Public debt transactions,Germany,2014,1.7392388545584354
Public debt transactions,Germany,2015,1.5099234017804626
Public debt transactions,Germany,2016,1.2895806350765933
Public debt transactions,Germany,2017,1.118953464170717
Public debt transactions,Germany,2018,0.9962115021765292
Public debt transactions,Germany,2019,0.8568319100787156
Public debt transactions,Germany,2020,0.6818228535016136
Public debt transactions,Denmark,2012,1.9017354209711759
Public debt transactions,Denmark,2013,1.7520880782337045
Public debt transactions,Denmark,2014,1.5603351934285832
Public debt transactions,Denmark,2015,1.6259757612696033
Public debt transactions,Denmark,2016,1.405568230265512
Public debt transactions,Denmark,2017,0.8496710742781238
Public debt transactions,Denmark,2018,0.857841151038588
Public debt transactions,Denmark,2019,0.787461101864009
Public debt transactions,Denmark,2020,0.5940472742307616
Public debt transactions,Estonia,2012,0.1858601193300105
Public debt transactions,Estonia,2013,0.16075470101740805
Public debt transactions,Estonia,2014,0.17757205135623147
Public debt transactions,Estonia,2015,0.1555880841823628
Public debt transactions,Estonia,2016,0.14576119993194744
Public debt transactions,Estonia,2017,0.11706162728249195
Public debt transactions,Estonia,2018,0.09409151556751837
Public debt transactions,Estonia,2019,0.07275425270217219
Public debt transactions,Estonia,2020,0.07900964864372838
Public debt transactions,Greece,2012,5.45013658518977
Public debt transactions,Greece,2013,4.3172170571767206
Public debt transactions,Greece,2014,4.210769821029587
Public debt transactions,Greece,2015,3.80055667410751
Public debt transactions,Greece,2016,3.4820641602987377
Public debt transactions,Greece,2017,3.3978996446648284
Public debt transactions,Greece,2018,3.6333724479651943
Public debt transactions,Greece,2019,3.2113234055735655
Public debt transactions,Greece,2020,3.2060525047776407
Public debt transactions,Spain,2012,3.2995701694494444
Public debt transactions,Spain,2013,3.7046979602753862
Public debt transactions,Spain,2014,3.6753540549753634
Public debt transactions,Spain,2015,3.2560300976169008
Public debt transactions,Spain,2016,2.942068519947596
Public debt transactions,Spain,2017,2.6640183330293885
Public debt transactions,Spain,2018,2.562260198245808
Public debt transactions,Spain,2019,2.3574222027389515
Public debt transactions,Spain,2020,2.3397367952636383
Public debt transactions,Finland,2012,1.541009863855907
Public debt transactions,Finland,2013,1.3708820923938314
Public debt transactions,Finland,2014,1.3547803979758044
Public debt transactions,Finland,2015,1.2678288431061806
Public debt transactions,Finland,2016,1.1778335586020467
Public debt transactions,Finland,2017,1.0839545561000614
Public debt transactions,Finland,2018,0.9684659601990901
Public debt transactions,Finland,2019,0.879270234888976
Public debt transactions,Finland,2020,0.724674211680488
Public debt transactions,France,2012,2.7368771794768683
Public debt transactions,France,2013,2.4514108093325633
Public debt transactions,France,2014,2.3304407691073212
Public debt transactions,France,2015,2.15071469119809
Public debt transactions,France,2016,2.010492679697547
Public debt transactions,France,2017,1.8926608515776746
Public debt transactions,France,2018,1.849866246690018
Public debt transactions,France,2019,1.572671872532188
Public debt transactions,France,2020,1.4149075360889931
Public debt transactions,Croatia,2012,3.23388882414637
Public debt transactions,Croatia,2013,3.317273179392895
Public debt transactions,Croatia,2014,3.8145813394681864
Public debt transactions,Croatia,2015,3.798673822691729
Public debt transactions,Croatia,2016,3.5393874356499015
Public debt transactions,Croatia,2017,3.103275123584851
Public debt transactions,Croatia,2018,2.6517047350380683
Public debt transactions,Croatia,2019,2.474822264235035
Public debt transactions,Croatia,2020,2.3440800080912405
Public debt transactions,Hungary,2012,4.57666816961204
Public debt transactions,Hungary,2013,4.5617309127472
Public debt transactions,Hungary,2014,4.051332626915281
Public debt transactions,Hungary,2015,3.5165926359372643
Public debt transactions,Hungary,2016,3.1877146668937524
Public debt transactions,Hungary,2017,2.755841974041269
Public debt transactions,Hungary,2018,2.434243311141262
Public debt transactions,Hungary,2019,2.330711047383367
Public debt transactions,Hungary,2020,2.419055841946215
Public debt transactions,Ireland,2012,4.171445101056058
Public debt transactions,Ireland,2013,4.342195593833863
Public debt transactions,Ireland,2014,3.9081898575596714
Public debt transactions,Ireland,2015,2.6532089062153603
Public debt transactions,Ireland,2016,2.332596732928629
Public debt transactions,Ireland,2017,1.9968888029145309
Public debt transactions,Ireland,2018,1.6405653714141912
Public debt transactions,Ireland,2019,1.3099634823885087
Public debt transactions,Ireland,2020,1.040563635954
Public debt transactions,Iceland,2012,9.71959686059983
Public debt transactions,Iceland,2013,8.58657039949229
Public debt transactions,Iceland,2014,7.120377655389457
Public debt transactions,Iceland,2015,6.914715136781195
Public debt transactions,Iceland,2016,6.1815977281671115
Public debt transactions,Iceland,2017,5.836378817120409
Public debt transactions,Iceland,2018,5.074389306284311
Public debt transactions,Iceland,2019,4.453695101160893
Public debt transactions,Iceland,2020,4.195804195804195
Public debt transactions,Italy,2012,5.333243205457022
Public debt transactions,Italy,2013,5.018566718873518
Public debt transactions,Italy,2014,4.767895600211772
Public debt transactions,Italy,2015,4.307233191671877
Public debt transactions,Italy,2016,4.119739580470847
Public debt transactions,Italy,2017,3.968518123534774
Public debt transactions,Italy,2018,3.837718060245529
Public debt transactions,Italy,2019,3.5529487264759916
Public debt transactions,Italy,2020,3.651705319466556
Public debt transactions,Lithuania,2012,2.1053450742587594
Public debt transactions,Lithuania,2013,1.9084176429458186
Public debt transactions,Lithuania,2014,1.8389176983868807
Public debt transactions,Lithuania,2015,1.7570965332019486
Public debt transactions,Lithuania,2016,1.578044685123901
Public debt transactions,Lithuania,2017,1.3276942400351968
Public debt transactions,Lithuania,2018,1.100950891130875
Public debt transactions,Lithuania,2019,1.0370449127140235
Public debt transactions,Lithuania,2020,0.8159599434192761
Public debt transactions,Luxembourg,2012,0.6849903925100267
Public debt transactions,Luxembourg,2013,0.7133181924655511
Public debt transactions,Luxembourg,2014,0.6111064985818081
Public debt transactions,Luxembourg,2015,0.5670243044717347
Public debt transactions,Luxembourg,2016,0.5419147774075267
Public debt transactions,Luxembourg,2017,0.5621570326360523
Public debt transactions,Luxembourg,2018,0.5137954664910215
Public debt transactions,Luxembourg,2019,0.45708440750573964
Public debt transactions,Luxembourg,2020,0.34593476482301905
Public debt transactions,Latvia,2012,1.8083493607874195
Public debt transactions,Latvia,2013,1.678710736114219
Public debt transactions,Latvia,2014,1.6435422292578452
Public debt transactions,Latvia,2015,1.4866454230611144
Public debt transactions,Latvia,2016,1.2640266758108571
Public debt transactions,Latvia,2017,1.1517765820251702
Public debt transactions,Latvia,2018,0.9093216618187806
Public debt transactions,Latvia,2019,0.8305463743456352
Public debt transactions,Latvia,2020,0.766158315177923
Public debt transactions,Malta,2012,3.0429764410346936
Public debt transactions,Malta,2013,2.880052364588447
Public debt transactions,Malta,2014,2.725371667561792
Public debt transactions,Malta,2015,2.361779387197775
Public debt transactions,Malta,2016,2.120272077866636
Public debt transactions,Malta,2017,1.773536853040229
Public debt transactions,Malta,2018,1.5357887421820708
Public debt transactions,Malta,2019,1.358452239048096
Public debt transactions,Malta,2020,1.3711637800060772
Public debt transactions,Netherlands,2012,1.901936701145236
Public debt transactions,Netherlands,2013,1.7842029000867572
Public debt transactions,Netherlands,2014,1.6877121925069987
Public debt transactions,Netherlands,2015,1.5157795271938876
Public debt transactions,Netherlands,2016,1.3595223742371216
Public debt transactions,Netherlands,2017,1.180118838278606
Public debt transactions,Netherlands,2018,1.0425239700408404
Public debt transactions,Netherlands,2019,0.9183880549286334
Public debt transactions,Netherlands,2020,0.8510665009478613
Public debt transactions,Norway,2012,0.9265310377247855
Public debt transactions,Norway,2013,0.8715272795617001
Public debt transactions,Norway,2014,0.8421841987610725
Public debt transactions,Norway,2015,0.8352091611111381
Public debt transactions,Norway,2016,0.7546888533422381
Public debt transactions,Norway,2017,0.6566588593232731
Public debt transactions,Norway,2018,0.6567154406618838
Public debt transactions,Norway,2019,0.7010644139561062
Public debt transactions,Norway,2020,0.6674229099589312
Public debt transactions,Poland,2012,2.7809794457242463
Public debt transactions,Poland,2013,2.6404096855362753
Public debt transactions,Poland,2014,2.0544151570141174
Public debt transactions,Poland,2015,1.8149306733334172
Public debt transactions,Poland,2016,1.7789668059141777
Public debt transactions,Poland,2017,1.637902272482323
Public debt transactions,Poland,2018,1.4940959402938774
Public debt transactions,Poland,2019,1.4349732500013617
Public debt transactions,Poland,2020,1.3658915223724466
Public debt transactions,Portugal,2012,5.090923351531472
Public debt transactions,Portugal,2013,5.060932370552805
Public debt transactions,Portugal,2014,5.112979381544572
Public debt transactions,Portugal,2015,4.755577219703393
Public debt transactions,Portugal,2016,4.28538182785332
Public debt transactions,Portugal,2017,3.900183314688855
Public debt transactions,Portugal,2018,3.474635705203278
Public debt transactions,Portugal,2019,3.062443031963675
Public debt transactions,Portugal,2020,2.998121374094911
Public debt transactions,Romania,2012,2.2152630135845732
Public debt transactions,Romania,2013,2.189900013223358
Public debt transactions,Romania,2014,1.8246453683969959
Public debt transactions,Romania,2015,1.6084193556839637
